Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Temp9am,Temp3pm,RainToday,Year,Month,DayOfMonth,DayOfWeek,Month_sin,Month_cos,Season,lag1_Rainfall,lag1_Humidity3pm,roll3_Rainfall,TempRange,LocationCluster
Sale,18.7,21.0,4.0,E,52.0,ESE,E,26.0,37.0,88.0,77.0,1017.4,1015.5,8.0,19.3,20.1,Yes,2011,2,18,4,0.8660254037844386,0.5000000000000001,Summer,0.0,84.0,0.0,2.3000000000000007,C1
Portland,16.3,20.1,0.8,SE,35.0,SSE,SSE,17.0,20.0,80.0,66.0,1015.5,1016.6,7.0,17.3,18.1,No,2014,1,18,5,0.49999999999999994,0.8660254037844387,Summer,0.2,47.0,0.06666666666666667,3.8000000000000007,C3
NorahHead,19.3,21.5,8.4,ESE,35.0,NE,E,30.0,20.0,90.0,85.0,1012.5,1011.4,5.0,19.4,21.0,Yes,2015,1,27,1,0.49999999999999994,0.8660254037844387,Summer,1.2,88.0,0.40000000000000474,2.1999999999999993,C1
Bendigo,17.0,24.8,0.0,SSW,39.0,SSW,SW,15.0,19.0,62.0,41.0,1004.3,1004.5,8.0,17.0,23.1,No,2011,1,24,0,0.49999999999999994,0.8660254037844387,Summer,0.0,28.0,0.0,7.800000000000001,C0
CoffsHarbour,11.8,19.3,27.4,SSW,48.0,WSW,WSW,11.0,15.0,88.0,89.0,1015.3,1014.1,6.0,15.3,17.3,Yes,2011,6,15,2,1.2246467991473532e-16,-1.0,Winter,127.6,72.0,85.39999999999998,7.5,C1
MountGinini,12.4,18.6,0.0,WNW,57.0,WNW,W,22.0,22.0,84.0,62.0,1017.6,1015.2,5.0,13.0,15.4,No,2015,3,1,6,1.0,6.123233995736766e-17,Autumn,0.0,45.0,0.7333333333333405,6.200000000000001,C1
Portland,14.0,18.7,1.2,SW,39.0,S,SW,11.0,24.0,98.0,85.0,1009.3,1007.5,8.0,15.4,16.4,Yes,2011,11,26,5,-0.5000000000000004,0.8660254037844384,Spring,0.0,70.0,0.4666666666666666,4.699999999999999,C3
Nuriootpa,15.7,31.6,0.0,SE,41.0,W,S,11.0,9.0,76.0,33.0,1009.8,1009.6,6.0,21.5,30.4,No,2011,1,21,4,0.49999999999999994,0.8660254037844387,Summer,0.0,15.0,0.0,15.900000000000002,C0
Portland,1.9,12.8,4.2,NW,30.0,WNW,NW,6.0,15.0,81.0,59.0,1020.1,1019.1,5.0,7.7,12.2,Yes,2010,7,19,0,-0.4999999999999998,-0.8660254037844388,Winter,4.0,94.0,1.6000000000000005,10.9,C3
Sydney,9.2,19.2,0.0,W,41.0,W,WNW,20.0,11.0,60.0,33.0,1025.4,1021.4,0.0,11.5,18.8,No,2009,8,1,5,-0.8660254037844384,-0.5000000000000004,Winter,0.0,38.0,0.0,10.0,C1
MountGinini,4.6,11.9,6.8,WSW,48.0,SW,SW,17.0,6.0,88.0,77.0,1017.6,1015.2,5.0,6.7,10.5,Yes,2011,3,25,4,1.0,6.123233995736766e-17,Autumn,2.8,70.0,15.666666666666673,7.300000000000001,C1
Watsonia,18.3,22.0,18.6,SSW,41.0,SW,SSW,11.0,19.0,98.0,68.0,1011.2,1012.4,8.0,19.5,20.6,Yes,2010,2,12,4,0.8660254037844386,0.5000000000000001,Summer,0.0,52.0,0.0,3.6999999999999993,C0
GoldCoast,19.8,26.3,1.2,ENE,33.0,SE,ENE,9.0,17.0,62.0,61.0,1024.1,1020.6,5.0,24.7,24.5,Yes,2010,11,10,2,-0.5000000000000004,0.8660254037844384,Spring,3.2,67.0,2.066666666666662,6.5,C1
Sale,12.8,30.4,0.0,E,39.0,ENE,E,6.0,24.0,87.0,46.0,1017.9,1013.9,1.0,18.3,29.6,No,2012,2,15,2,0.8660254037844386,0.5000000000000001,Summer,0.0,59.0,4.333333333333332,17.599999999999998,C1
SydneyAirport,8.9,21.0,0.0,NNE,33.0,NW,N,11.0,15.0,59.0,35.0,1020.9,1015.0,7.0,12.8,20.2,No,2014,6,27,4,1.2246467991473532e-16,-1.0,Winter,0.0,29.0,0.0,12.1,C1
PerthAirport,14.0,30.0,0.0,ENE,39.0,NE,NNE,28.0,15.0,24.0,18.0,1024.9,1021.2,0.0,22.2,29.7,No,2015,9,23,2,-1.0,-1.8369701987210297e-16,Spring,0.0,20.0,0.0,16.0,C2
Brisbane,16.7,28.2,0.2,ESE,20.0,SW,ENE,6.0,9.0,71.0,53.0,1026.4,1022.3,1.0,22.3,26.5,No,2015,4,16,3,0.8660254037844387,-0.49999999999999983,Autumn,0.0,63.0,0.0,11.5,C0
Adelaide,17.6,43.0,0.0,WNW,61.0,NE,NNW,2.0,20.0,28.0,10.0,1006.1,1002.2,5.0,29.0,41.6,No,2009,11,19,3,-0.5000000000000004,0.8660254037844384,Spring,0.0,14.0,0.0,25.4,C0
PerthAirport,18.2,32.6,0.0,E,83.0,ESE,ESE,26.0,31.0,47.0,22.0,1016.3,1012.9,1.0,23.5,31.9,No,2012,1,3,1,0.49999999999999994,0.8660254037844387,Summer,0.0,39.0,0.0,14.400000000000002,C2
Bendigo,12.9,30.6,0.0,NE,39.0,SE,NE,9.0,19.0,57.0,33.0,1022.2,1018.5,1.0,19.2,29.0,No,2009,4,2,3,0.8660254037844387,-0.49999999999999983,Autumn,0.0,27.0,0.0,17.700000000000003,C0
Mildura,22.6,42.3,0.0,NNE,35.0,NE,NNW,19.0,17.0,14.0,6.0,1011.9,1009.1,1.0,30.4,41.8,No,2015,1,2,4,0.49999999999999994,0.8660254037844387,Summer,0.0,10.0,0.0,19.699999999999996,C2
Watsonia,20.2,30.0,0.0,SW,35.0,NW,SSW,9.0,13.0,43.0,49.0,1016.8,1015.8,7.0,23.3,27.5,No,2010,3,19,4,1.0,6.123233995736766e-17,Autumn,0.0,30.0,0.0,9.8,C0
Albany,18.4,23.8,0.0,W,39.0,NNE,E,9.0,31.0,62.0,64.0,1020.1,1014.9,7.0,20.8,22.0,No,2012,3,9,4,1.0,6.123233995736766e-17,Autumn,0.0,57.0,0.0,5.400000000000002,C1
Dartmoor,10.9,26.7,0.2,ESE,43.0,ESE,SE,24.0,20.0,62.0,43.0,1022.4,1018.9,5.0,15.8,24.5,No,2017,2,7,1,0.8660254037844386,0.5000000000000001,Summer,21.2,53.0,10.599999999999998,15.799999999999999,C3
GoldCoast,20.4,28.0,0.2,NE,43.0,N,NE,15.0,20.0,78.0,68.0,1017.9,1014.1,5.0,24.5,26.7,No,2010,3,31,2,1.0,6.123233995736766e-17,Autumn,0.0,68.0,0.0,7.600000000000001,C1
Witchcliffe,10.0,15.1,3.0,SSE,46.0,SSE,SE,28.0,26.0,52.0,54.0,1028.4,1027.9,5.0,12.0,13.5,Yes,2015,9,19,5,-1.0,-1.8369701987210297e-16,Spring,0.0,66.0,0.0,5.1,C1
Penrith,4.4,20.3,0.6,NW,50.0,WNW,WNW,17.0,26.0,51.0,38.0,1017.6,1015.2,5.0,14.9,17.1,No,2014,7,17,3,-0.4999999999999998,-0.8660254037844388,Winter,1.8,43.0,0.9333333333333345,15.9,C0
Newcastle,13.8,22.5,0.0,W,39.0,NW,SE,0.0,9.0,85.0,71.0,1017.6,1015.2,4.0,19.8,21.5,No,2013,4,9,1,0.8660254037844387,-0.49999999999999983,Autumn,0.0,60.0,0.0,8.7,C0
Nuriootpa,14.2,35.2,0.0,N,46.0,NNE,N,19.0,24.0,12.0,5.0,1014.5,1011.7,6.0,28.0,34.1,No,2014,11,7,4,-0.5000000000000004,0.8660254037844384,Spring,0.0,11.0,0.0,21.000000000000004,C0
Canberra,5.9,18.5,0.6,NW,37.0,S,WNW,6.0,19.0,74.0,54.0,1028.4,1024.3,6.0,12.6,18.2,No,2013,5,31,4,0.49999999999999994,-0.8660254037844387,Autumn,0.0,61.0,0.0,12.6,C0
Sydney,19.5,28.2,15.6,SSE,33.0,W,SE,9.0,19.0,81.0,60.0,1011.8,1010.6,5.0,22.8,27.2,Yes,2012,2,20,0,0.8660254037844386,0.5000000000000001,Summer,0.0,66.0,0.19999999999999998,8.7,C1
NorfolkIsland,19.8,26.4,0.0,E,54.0,ESE,SSE,20.0,22.0,73.0,73.0,1008.8,1007.0,5.0,23.5,24.4,No,2010,2,2,1,0.8660254037844386,0.5000000000000001,Summer,0.0,56.0,0.6666666666666666,6.599999999999998,C3
PearceRAAF,6.0,18.9,2.2,N,24.0,NNE,NNW,13.0,17.0,71.0,46.0,1021.8,1017.9,1.0,13.7,18.6,Yes,2009,9,8,1,-1.0,-1.8369701987210297e-16,Spring,11.8,56.0,11.8,12.899999999999999,C2
Adelaide,18.0,29.5,5.6,NW,24.0,N,NW,7.0,13.0,84.0,45.0,1010.6,1007.1,5.0,20.5,28.5,Yes,2011,11,8,1,-0.5000000000000004,0.8660254037844384,Spring,0.0,27.0,0.13333333333333333,11.5,C0
Witchcliffe,3.2,17.6,0.2,NE,20.0,ENE,SSE,9.0,0.0,86.0,52.0,1022.0,1018.3,5.0,8.4,17.4,No,2013,6,12,2,1.2246467991473532e-16,-1.0,Winter,0.0,52.0,5.799999999999993,14.400000000000002,C1
Cobar,12.0,22.1,0.2,WNW,52.0,N,W,15.0,24.0,81.0,42.0,1012.5,1009.5,1.0,16.7,19.4,No,2010,9,14,1,-1.0,-1.8369701987210297e-16,Spring,0.0,64.0,0.06666666666666637,10.100000000000001,C2
Adelaide,12.5,22.5,2.8,WSW,43.0,S,SW,20.0,15.0,45.0,32.0,1022.5,1022.6,5.0,16.4,21.1,Yes,2014,1,6,0,0.49999999999999994,0.8660254037844387,Summer,0.0,76.0,0.7000000000000002,10.0,C0
Cairns,22.2,31.3,0.0,SE,43.0,S,SE,19.0,28.0,61.0,49.0,1012.9,1010.2,4.0,27.8,30.0,No,2013,12,22,6,-2.4492935982947064e-16,1.0,Summer,0.4,60.0,5.066666666666667,9.100000000000001,C4
BadgerysCreek,13.7,22.3,3.0,SSE,43.0,S,SE,15.0,20.0,77.0,55.0,1016.4,1013.9,5.0,17.0,21.4,Yes,2013,11,16,5,-0.5000000000000004,0.8660254037844384,Spring,0.0,59.0,2.4666666666666646,8.600000000000001,C0
Canberra,3.5,16.8,0.0,ESE,31.0,SE,SE,17.0,17.0,59.0,47.0,1027.8,1025.9,4.0,11.0,14.8,No,2015,9,18,4,-1.0,-1.8369701987210297e-16,Spring,0.0,33.0,0.0,13.3,C0
Newcastle,14.3,20.7,3.4,W,39.0,NW,SE,0.0,0.0,97.0,77.0,1017.6,1015.2,8.0,15.8,19.4,Yes,2009,6,3,2,1.2246467991473532e-16,-1.0,Winter,0.0,99.0,2.8666666666666667,6.399999999999999,C0
Uluru,10.4,35.5,0.0,NW,44.0,SSW,NNW,17.0,28.0,16.0,7.0,1011.8,1008.0,7.0,24.7,34.0,No,2013,9,24,1,-1.0,-1.8369701987210297e-16,Spring,0.0,7.0,0.0,25.1,C2
PerthAirport,12.4,27.3,0.0,ENE,43.0,ENE,SW,26.0,20.0,56.0,36.0,1024.0,1019.5,0.0,20.5,26.7,No,2013,3,29,4,1.0,6.123233995736766e-17,Autumn,0.0,30.0,7.133333333333333,14.9,C2
NorahHead,12.9,17.6,42.2,SE,72.0,E,SSE,44.0,31.0,82.0,93.0,1016.6,1018.9,5.0,15.7,13.7,Yes,2011,9,25,6,-1.0,-1.8369701987210297e-16,Spring,0.0,77.0,0.0,4.700000000000001,C1
Portland,3.7,13.1,5.8,W,54.0,NNW,NW,13.0,20.0,84.0,90.0,1012.1,1009.2,8.0,8.4,8.5,Yes,2012,10,10,2,-0.8660254037844386,0.5000000000000001,Spring,0.0,95.0,0.13333333333333394,9.399999999999999,C3
Newcastle,10.4,22.5,0.0,W,39.0,N,NW,4.0,28.0,45.0,36.0,1017.6,1015.2,0.0,16.0,22.2,No,2014,7,30,2,-0.4999999999999998,-0.8660254037844388,Winter,0.1,33.0,1.9666666666666666,12.1,C0
Dartmoor,6.6,12.5,0.4,SSE,19.0,N,E,0.0,6.0,100.0,79.0,1036.5,1034.1,5.0,8.6,12.1,No,2014,8,14,3,-0.8660254037844384,-0.5000000000000004,Winter,0.0,84.0,0.9333333333333332,5.9,C3
Brisbane,18.0,28.5,0.0,E,31.0,SSE,ESE,9.0,13.0,55.0,49.0,1021.9,1019.6,2.0,24.6,27.8,No,2009,3,25,2,1.0,6.123233995736766e-17,Autumn,0.0,45.0,0.0,10.5,C0
Albany,17.2,25.1,0.0,W,39.0,ENE,WSW,15.0,19.0,73.0,67.0,1016.0,1009.8,0.0,23.4,18.5,No,2015,11,14,5,-0.5000000000000004,0.8660254037844384,Spring,0.0,67.0,0.0,7.900000000000002,C1
Canberra,6.7,10.7,39.0,NNW,76.0,NW,NW,31.0,39.0,77.0,59.0,1008.6,1010.1,6.0,7.9,9.7,Yes,2010,7,14,2,-0.4999999999999998,-0.8660254037844388,Winter,0.0,97.0,0.0,3.999999999999999,C0
Wollongong,19.4,25.3,0.0,SE,39.0,SSE,SE,7.0,17.0,73.0,69.0,1012.0,1010.6,8.0,23.2,24.5,No,2015,1,18,6,0.49999999999999994,0.8660254037844387,Summer,0.0,18.0,0.0,5.900000000000002,C1
Williamtown,17.7,27.6,1.8,NW,35.0,WNW,NW,17.0,15.0,90.0,51.0,1014.9,1010.7,6.0,19.7,26.6,Yes,2009,4,14,1,0.8660254037844387,-0.49999999999999983,Autumn,0.0,97.0,0.06666666666666667,9.900000000000002,C1
Williamtown,18.3,27.4,1.6,ENE,41.0,E,ENE,7.0,26.0,77.0,55.0,1015.3,1012.5,5.0,22.9,26.8,Yes,2010,3,4,3,1.0,6.123233995736766e-17,Autumn,0.0,65.0,11.933333333333332,9.099999999999998,C1
MountGinini,3.1,-1.3,0.0,E,37.0,W,E,15.0,20.0,88.0,74.0,1017.6,1015.2,5.0,6.7,-1.6,No,2009,7,7,1,-0.4999999999999998,-0.8660254037844388,Winter,0.0,61.0,1.0000000000000024,8.2,C1
Tuggeranong,17.6,19.1,16.4,S,43.0,NW,ENE,0.0,7.0,95.0,92.0,1010.4,1009.9,5.0,18.4,18.6,Yes,2009,12,25,4,-2.4492935982947064e-16,1.0,Summer,0.0,23.0,0.0,1.5,C0
Cobar,10.5,21.6,8.6,WNW,31.0,NW,WNW,13.0,19.0,78.0,46.0,1014.6,1014.1,6.0,15.0,21.5,Yes,2010,10,31,6,-0.8660254037844386,0.5000000000000001,Spring,1.2,68.0,0.39999999999999997,11.100000000000001,C2
NorfolkIsland,12.0,19.3,0.0,WNW,35.0,WNW,WNW,15.0,19.0,62.0,59.0,1018.4,1016.2,2.0,17.5,18.4,No,2009,10,13,1,-0.8660254037844386,0.5000000000000001,Spring,1.0,48.0,0.8666666666666667,7.300000000000001,C3
AliceSprings,17.4,34.5,0.0,N,39.0,E,ESE,13.0,13.0,35.0,19.0,1011.1,1007.0,0.0,27.0,34.3,No,2010,12,13,0,-2.4492935982947064e-16,1.0,Summer,0.0,24.0,12.200000000000003,17.1,C2
Portland,5.0,22.8,0.4,N,83.0,N,NNW,22.0,26.0,57.0,35.0,1013.6,1009.6,7.0,12.3,21.7,No,2016,10,20,3,-0.8660254037844386,0.5000000000000001,Spring,2.2,62.0,13.666666666666664,17.8,C3
BadgerysCreek,3.3,14.8,0.6,SW,52.0,WSW,WSW,19.0,33.0,53.0,41.0,1011.9,1012.4,5.0,10.2,13.9,No,2014,7,18,4,-0.4999999999999998,-0.8660254037844388,Winter,0.6,40.0,0.5333333333333333,11.5,C0
MountGinini,0.8,9.0,0.0,W,43.0,W,ESE,15.0,11.0,88.0,69.0,1017.6,1015.2,5.0,6.7,8.1,No,2009,4,20,0,0.8660254037844387,-0.49999999999999983,Autumn,0.0,70.0,0.0,8.2,C1
Dartmoor,12.2,27.1,0.0,S,30.0,S,S,11.0,11.0,88.0,47.0,1018.3,1016.3,5.0,15.8,26.1,No,2017,3,10,4,1.0,6.123233995736766e-17,Autumn,0.0,29.0,0.0,14.900000000000002,C3
Richmond,17.7,32.0,21.4,W,39.0,N,W,13.0,17.0,67.0,34.0,1011.0,1008.2,8.0,23.4,31.4,Yes,2015,11,2,0,-0.5000000000000004,0.8660254037844384,Spring,0.0,39.0,0.0,14.3,C0
NorfolkIsland,19.6,23.6,0.0,ENE,48.0,E,E,28.0,24.0,78.0,75.0,1025.9,1023.1,7.0,21.6,22.5,No,2009,4,13,0,0.8660254037844387,-0.49999999999999983,Autumn,0.0,62.0,0.0,4.0,C3
Albany,9.9,14.6,8.4,W,39.0,SW,W,63.0,46.0,71.0,67.0,1017.1,1020.5,6.0,10.6,13.8,Yes,2015,5,4,0,0.49999999999999994,-0.8660254037844387,Autumn,0.0,87.0,1.5333333333333332,4.699999999999999,C1
NorfolkIsland,15.6,17.7,23.8,SSE,24.0,SSE,SE,17.0,13.0,93.0,83.0,1021.4,1019.0,8.0,16.0,17.3,Yes,2010,9,8,2,-1.0,-1.8369701987210297e-16,Spring,0.0,81.0,0.0,2.0999999999999996,C3
Cobar,19.0,33.7,0.0,SE,35.0,NE,SE,13.0,6.0,63.0,36.0,1014.7,1011.8,1.0,23.7,31.5,No,2014,4,2,2,0.8660254037844387,-0.49999999999999983,Autumn,0.0,33.0,0.0,14.700000000000003,C2
Cairns,24.3,33.2,0.0,ESE,33.0,SE,S,11.0,15.0,67.0,72.0,1008.2,1005.3,6.0,29.7,29.5,No,2010,1,16,5,0.49999999999999994,0.8660254037844387,Summer,0.0,52.0,0.8666666666666667,8.900000000000002,C4
Williamtown,19.3,26.1,0.4,S,52.0,S,S,26.0,37.0,79.0,74.0,1013.9,1013.3,7.0,21.7,22.0,No,2011,1,3,0,0.49999999999999994,0.8660254037844387,Summer,0.0,68.0,0.0,6.800000000000001,C1
Moree,15.4,29.2,0.0,E,48.0,ENE,SE,19.0,6.0,56.0,37.0,1013.3,1009.2,6.0,22.2,28.2,No,2011,12,5,0,-2.4492935982947064e-16,1.0,Summer,0.0,38.0,0.6666666666666666,13.799999999999999,C2
Cairns,25.7,33.3,0.8,SE,50.0,SSE,ESE,19.0,31.0,72.0,60.0,1011.2,1008.2,4.0,30.0,32.4,No,2017,1,29,6,0.49999999999999994,0.8660254037844387,Summer,0.0,59.0,2.133333333333343,7.599999999999998,C4
MelbourneAirport,8.2,21.2,0.0,N,93.0,N,NNE,41.0,41.0,57.0,48.0,1022.0,1014.6,4.0,14.5,18.9,No,2014,9,8,0,-1.0,-1.8369701987210297e-16,Spring,0.0,35.0,0.0,13.0,C1
SydneyAirport,9.8,19.6,0.0,NNW,35.0,NW,WNW,13.0,17.0,61.0,38.0,1021.5,1017.1,8.0,12.6,19.0,No,2009,8,4,1,-0.8660254037844384,-0.5000000000000004,Winter,0.0,31.0,0.0,9.8,C1
Watsonia,6.4,13.3,3.2,W,83.0,NNW,SW,24.0,24.0,87.0,83.0,994.4,1001.4,7.0,7.9,11.7,Yes,2014,6,24,1,1.2246467991473532e-16,-1.0,Winter,0.0,65.0,0.06666666666667141,6.9,C0
NorahHead,10.4,19.5,0.0,N,37.0,N,NW,30.0,11.0,64.0,41.0,1015.6,1013.2,5.0,13.1,18.5,No,2016,7,26,1,-0.4999999999999998,-0.8660254037844388,Winter,0.0,40.0,0.6000000000000049,9.1,C1
NorfolkIsland,15.9,19.7,34.4,SW,81.0,NE,SW,30.0,28.0,95.0,96.0,980.5,979.0,8.0,17.4,18.5,Yes,2009,7,11,5,-0.4999999999999998,-0.8660254037844388,Winter,4.6,94.0,7.666666666666667,3.799999999999999,C3
Walpole,8.0,11.9,16.2,W,81.0,SW,SW,30.0,20.0,73.0,57.0,1014.1,1020.2,5.0,8.6,11.1,Yes,2016,7,31,6,-0.4999999999999998,-0.8660254037844388,Winter,7.2,60.0,2.6000000000000045,3.9000000000000004,C3
BadgerysCreek,17.0,21.6,0.8,SSE,26.0,S,ESE,7.0,11.0,79.0,68.0,1017.6,1015.6,5.0,18.4,21.2,No,2012,1,14,5,0.49999999999999994,0.8660254037844387,Summer,0.0,39.0,0.0,4.600000000000001,C0
Canberra,0.6,15.5,0.4,SSE,46.0,S,SSE,28.0,20.0,72.0,35.0,1020.0,1019.2,5.0,10.3,15.1,No,2011,7,20,2,-0.4999999999999998,-0.8660254037844388,Winter,2.4,62.0,1.1333333333333333,14.9,C0
Sydney,22.6,25.9,0.4,E,44.0,ESE,ENE,20.0,24.0,71.0,67.0,1019.2,1020.2,7.0,23.9,21.4,No,2017,3,14,1,1.0,6.123233995736766e-17,Autumn,0.0,63.0,0.06666666666666193,3.299999999999997,C1
Brisbane,18.3,29.0,0.0,E,20.0,SSW,ENE,4.0,9.0,63.0,62.0,1011.5,1007.8,4.0,24.2,26.6,No,2012,3,8,3,1.0,6.123233995736766e-17,Autumn,7.4,53.0,12.399999999999991,10.7,C0
Hobart,6.3,12.8,1.2,SSW,44.0,SSW,SSW,20.0,19.0,62.0,44.0,1014.3,1016.3,2.0,9.6,10.9,Yes,2015,9,3,3,-1.0,-1.8369701987210297e-16,Spring,0.0,49.0,0.9333333333333332,6.500000000000001,C1
Albury,17.2,30.0,9.6,NNE,41.0,ESE,NNE,2.0,24.0,79.0,44.0,1014.4,1010.8,8.0,20.8,28.5,Yes,2012,3,15,3,1.0,6.123233995736766e-17,Autumn,0.0,61.0,0.0,12.8,C0
MountGinini,2.2,4.8,19.6,NW,50.0,NW,WNW,24.0,13.0,96.0,96.0,1017.6,1015.2,5.0,3.6,4.3,Yes,2013,7,15,0,-0.4999999999999998,-0.8660254037844388,Winter,1.0,97.0,0.333333333333344,2.5999999999999996,C1
MountGinini,2.7,9.3,1.4,W,50.0,N,W,17.0,15.0,99.0,97.0,1017.6,1015.2,5.0,4.4,3.4,Yes,2014,9,16,1,-1.0,-1.8369701987210297e-16,Spring,0.0,94.0,0.0,6.6000000000000005,C1
Bendigo,8.6,11.6,0.2,NNE,30.0,N,NNE,15.0,20.0,79.0,78.0,1018.4,1014.2,8.0,9.2,10.1,No,2016,7,4,0,-0.4999999999999998,-0.8660254037844388,Winter,0.8,75.0,3.399999999999995,3.0,C0
Sale,1.4,17.8,0.2,E,22.0,WNW,E,13.0,15.0,97.0,52.0,1034.2,1030.6,2.0,6.6,16.7,No,2011,8,23,1,-0.8660254037844384,-0.5000000000000004,Winter,0.2,46.0,0.19999999999999885,16.400000000000002,C1
Ballarat,12.0,27.6,0.0,SSE,59.0,SSE,SE,33.0,35.0,69.0,27.0,1021.6,1021.2,7.0,15.6,26.7,No,2013,1,6,6,0.49999999999999994,0.8660254037844387,Summer,0.0,32.0,0.0,15.600000000000001,C1
Darwin,23.2,31.7,16.8,SSW,63.0,W,W,13.0,33.0,86.0,69.0,1003.7,1000.4,7.0,25.1,31.1,Yes,2017,1,1,6,0.49999999999999994,0.8660254037844387,Summer,9.8,71.0,13.466666666666676,8.5,C4
CoffsHarbour,18.7,30.0,0.0,NNW,50.0,NNW,NW,20.0,15.0,45.0,42.0,1010.7,1007.5,4.0,24.2,25.8,No,2012,9,29,5,-1.0,-1.8369701987210297e-16,Spring,0.0,63.0,0.06666666666665245,11.3,C1
SalmonGums,6.1,22.1,0.0,NNW,31.0,NNE,WNW,15.0,7.0,72.0,42.0,1017.6,1015.2,5.0,15.8,21.6,No,2016,5,6,4,0.49999999999999994,-0.8660254037844387,Autumn,0.0,78.0,0.0,16.0,C2
Witchcliffe,11.0,20.8,2.8,N,28.0,NNE,N,13.0,13.0,100.0,83.0,1012.4,1010.8,5.0,16.1,19.4,Yes,2015,6,19,4,1.2246467991473532e-16,-1.0,Winter,1.8,94.0,0.6666666666666549,9.8,C1
Ballarat,4.1,14.4,0.0,SSE,33.0,ESE,S,6.0,11.0,99.0,62.0,1023.1,1019.2,7.0,6.3,13.3,No,2014,5,31,5,0.49999999999999994,-0.8660254037844387,Autumn,0.0,61.0,0.40000000000000474,10.3,C1
SydneyAirport,13.3,17.9,2.0,SSW,56.0,S,S,33.0,35.0,70.0,60.0,1026.2,1025.5,5.0,15.4,17.2,Yes,2015,9,18,4,-1.0,-1.8369701987210297e-16,Spring,0.0,64.0,0.0,4.599999999999998,C1
Witchcliffe,14.0,19.8,1.0,WNW,39.0,SW,SW,20.0,17.0,67.0,52.0,1017.8,1019.6,5.0,16.4,18.4,No,2012,10,19,4,-0.8660254037844386,0.5000000000000001,Spring,0.2,65.0,0.06666666666665956,5.800000000000001,C1
NorahHead,12.9,17.3,7.6,SE,30.0,SW,ESE,11.0,13.0,94.0,89.0,1023.5,1022.3,5.0,13.8,15.7,Yes,2013,6,28,4,1.2246467991473532e-16,-1.0,Winter,0.0,69.0,0.3333333333333333,4.4,C1
Ballarat,6.1,17.0,0.6,N,52.0,NNW,N,19.0,35.0,89.0,57.0,1011.3,1006.6,7.0,10.5,16.1,No,2010,10,14,3,-0.8660254037844386,0.5000000000000001,Spring,12.6,99.0,4.200000000000005,10.9,C1
BadgerysCreek,9.3,24.3,1.0,N,35.0,SW,SE,4.0,19.0,70.0,62.0,1015.2,1011.6,5.0,18.1,18.9,No,2009,9,21,0,-1.0,-1.8369701987210297e-16,Spring,0.0,42.0,0.06666666666666904,15.0,C0
Wollongong,19.1,20.0,0.0,SSW,41.0,SSW,SSW,26.0,26.0,77.0,71.0,1014.2,1014.4,8.0,19.6,19.5,No,2015,1,26,0,0.49999999999999994,0.8660254037844387,Summer,4.6,73.0,1.5333333333333237,0.8999999999999986,C1
Mildura,14.1,30.9,0.0,WNW,28.0,SSE,SE,9.0,9.0,55.0,22.0,1017.8,1013.8,1.0,18.7,28.2,No,2009,12,6,6,-2.4492935982947064e-16,1.0,Summer,0.0,27.0,0.0,16.799999999999997,C2
Canberra,-1.5,17.5,0.0,NNW,39.0,E,NW,4.0,26.0,67.0,46.0,1018.6,1015.1,6.0,9.9,16.5,No,2015,9,16,2,-1.0,-1.8369701987210297e-16,Spring,0.0,40.0,0.0,19.0,C0
Penrith,8.3,21.7,0.0,SE,31.0,SSW,ENE,6.0,9.0,63.0,41.0,1017.6,1015.2,5.0,14.7,20.6,No,2011,10,17,0,-0.8660254037844386,0.5000000000000001,Spring,1.0,22.0,0.6,13.399999999999999,C0
Albury,2.5,18.6,0.0,SSE,24.0,SE,SE,9.0,9.0,74.0,38.0,1027.7,1025.4,8.0,8.6,16.9,No,2013,5,2,3,0.49999999999999994,-0.8660254037844387,Autumn,0.2,50.0,1.0000000000000013,16.1,C0
Nuriootpa,7.2,21.9,0.0,SE,50.0,SSE,SE,20.0,28.0,52.0,22.0,1023.7,1023.3,2.0,14.1,20.6,No,2011,2,6,6,0.8660254037844386,0.5000000000000001,Summer,2.5,55.0,0.8333333333333334,14.7,C0
Adelaide,9.2,20.3,0.0,SW,24.0,N,WSW,7.0,7.0,67.0,49.0,1024.5,1023.2,5.0,14.1,19.4,No,2016,3,30,2,1.0,6.123233995736766e-17,Autumn,0.0,34.0,0.0,11.100000000000001,C0
GoldCoast,19.8,29.2,0.0,NE,37.0,NNE,NE,9.0,26.0,52.0,65.0,1019.2,1016.6,5.0,27.8,28.1,No,2015,12,20,6,-2.4492935982947064e-16,1.0,Summer,0.0,56.0,2.5999999999999903,9.399999999999999,C1
Sale,9.3,31.8,0.0,E,39.0,NNE,E,2.0,28.0,62.0,22.0,1027.6,1025.8,0.0,19.8,29.8,No,2009,11,8,6,-0.5000000000000004,0.8660254037844384,Spring,0.0,42.0,0.0,22.5,C1
Watsonia,5.0,13.1,0.2,SW,17.0,ENE,S,0.0,7.0,100.0,60.0,1029.5,1027.5,7.0,8.3,12.2,No,2010,7,8,3,-0.4999999999999998,-0.8660254037844388,Winter,0.0,84.0,0.06666666666666667,8.1,C0
